#category	term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
Monarch	HP:0002597	Abnormality of the vasculature	32	1673	0.41	0.49	0.0021	9606.ENSP00000252244,9606.ENSP00000261304,9606.ENSP00000261681,9606.ENSP00000269576,9606.ENSP00000296292,9606.ENSP00000301945,9606.ENSP00000304408,9606.ENSP00000315768,9606.ENSP00000326247,9606.ENSP00000332371,9606.ENSP00000337354,9606.ENSP00000345728,9606.ENSP00000354394,9606.ENSP00000354554,9606.ENSP00000354961,9606.ENSP00000356953,9606.ENSP00000360231,9606.ENSP00000361667,9606.ENSP00000364699,9606.ENSP00000364979,9606.ENSP00000366246,9606.ENSP00000369292,9606.ENSP00000372193,9606.ENSP00000378830,9606.ENSP00000386125,9606.ENSP00000397441,9606.ENSP00000416250,9606.ENSP00000417052,9606.ENSP00000417404,9606.ENSP00000430548,9606.ENSP00000496832,9606.ENSP00000497271	KRT1,GALC,MPP5,KRT10,RFT1,ANTXR1,COL3A1,STAT2,SAMD9L,COL7A1,LIPA,ATP7A,STAT1,MT-CYB,MT-ND4,SDHC,NFIA,DOLK,SDHD,COL4A1,GPC6,SAMD9,CLCN7,QRICH1,ARMC5,COG6,EIF2B1,EBP,HFE,PTDSS1,ISG15,IFIH1
Monarch	HP:0011121	Abnormality of skin morphology	32	1648	0.42	0.49	0.0021	9606.ENSP00000230538,9606.ENSP00000252244,9606.ENSP00000261304,9606.ENSP00000261681,9606.ENSP00000269576,9606.ENSP00000287957,9606.ENSP00000301012,9606.ENSP00000301945,9606.ENSP00000304408,9606.ENSP00000332371,9606.ENSP00000337354,9606.ENSP00000345728,9606.ENSP00000346206,9606.ENSP00000354554,9606.ENSP00000354961,9606.ENSP00000356953,9606.ENSP00000360231,9606.ENSP00000361667,9606.ENSP00000364032,9606.ENSP00000364699,9606.ENSP00000366246,9606.ENSP00000369213,9606.ENSP00000369292,9606.ENSP00000372193,9606.ENSP00000381101,9606.ENSP00000386125,9606.ENSP00000386597,9606.ENSP00000397441,9606.ENSP00000417052,9606.ENSP00000417404,9606.ENSP00000430548,9606.ENSP00000497271	LAMA4,KRT1,GALC,MPP5,KRT10,GATAD1,MVD,ANTXR1,COL3A1,COL7A1,LIPA,ATP7A,TAP1,MT-CYB,MT-ND4,SDHC,NFIA,DOLK,TAP2,SDHD,GPC6,DDX58,SAMD9,CLCN7,SERPINB7,ARMC5,DPAGT1,COG6,EBP,HFE,PTDSS1,IFIH1
Monarch	HP:0011354	Generalized abnormality of skin	21	821	0.54	0.54	0.0021	9606.ENSP00000252244,9606.ENSP00000269576,9606.ENSP00000301012,9606.ENSP00000301945,9606.ENSP00000304408,9606.ENSP00000332371,9606.ENSP00000337354,9606.ENSP00000345728,9606.ENSP00000354554,9606.ENSP00000354961,9606.ENSP00000356953,9606.ENSP00000360231,9606.ENSP00000364699,9606.ENSP00000369292,9606.ENSP00000372193,9606.ENSP00000386125,9606.ENSP00000386597,9606.ENSP00000417052,9606.ENSP00000417404,9606.ENSP00000430548,9606.ENSP00000497271	KRT1,KRT10,MVD,ANTXR1,COL3A1,COL7A1,LIPA,ATP7A,MT-CYB,MT-ND4,SDHC,NFIA,SDHD,SAMD9,CLCN7,ARMC5,DPAGT1,EBP,HFE,PTDSS1,IFIH1
Monarch	HP:0100659	Abnormal cerebral vascular morphology	14	381	0.7	0.59	0.0022	9606.ENSP00000296292,9606.ENSP00000301945,9606.ENSP00000304408,9606.ENSP00000315768,9606.ENSP00000337354,9606.ENSP00000345728,9606.ENSP00000354394,9606.ENSP00000354961,9606.ENSP00000356953,9606.ENSP00000360231,9606.ENSP00000364699,9606.ENSP00000364979,9606.ENSP00000369292,9606.ENSP00000497271	RFT1,ANTXR1,COL3A1,STAT2,LIPA,ATP7A,STAT1,MT-ND4,SDHC,NFIA,SDHD,COL4A1,SAMD9,IFIH1
Monarch	HP:0100872	Abnormality of the plantar skin of foot	10	185	0.87	0.61	0.0027	9606.ENSP00000230538,9606.ENSP00000252244,9606.ENSP00000269576,9606.ENSP00000287957,9606.ENSP00000332371,9606.ENSP00000356953,9606.ENSP00000361667,9606.ENSP00000364699,9606.ENSP00000381101,9606.ENSP00000397441	LAMA4,KRT1,KRT10,GATAD1,COL7A1,SDHC,DOLK,SDHD,SERPINB7,COG6
Monarch	HP:0000951	Abnormality of the skin	33	1888	0.38	0.45	0.0030	9606.ENSP00000230538,9606.ENSP00000252244,9606.ENSP00000261304,9606.ENSP00000261681,9606.ENSP00000269576,9606.ENSP00000287957,9606.ENSP00000301012,9606.ENSP00000301945,9606.ENSP00000304408,9606.ENSP00000332371,9606.ENSP00000337354,9606.ENSP00000345728,9606.ENSP00000346206,9606.ENSP00000354394,9606.ENSP00000354554,9606.ENSP00000354961,9606.ENSP00000356953,9606.ENSP00000360231,9606.ENSP00000361667,9606.ENSP00000364032,9606.ENSP00000364699,9606.ENSP00000366246,9606.ENSP00000369213,9606.ENSP00000369292,9606.ENSP00000372193,9606.ENSP00000381101,9606.ENSP00000386125,9606.ENSP00000386597,9606.ENSP00000397441,9606.ENSP00000417052,9606.ENSP00000417404,9606.ENSP00000430548,9606.ENSP00000497271	LAMA4,KRT1,GALC,MPP5,KRT10,GATAD1,MVD,ANTXR1,COL3A1,COL7A1,LIPA,ATP7A,TAP1,STAT1,MT-CYB,MT-ND4,SDHC,NFIA,DOLK,TAP2,SDHD,GPC6,DDX58,SAMD9,CLCN7,SERPINB7,ARMC5,DPAGT1,COG6,EBP,HFE,PTDSS1,IFIH1
Monarch	HP:0000962	Hyperkeratosis	11	238	0.8	0.59	0.0030	9606.ENSP00000230538,9606.ENSP00000252244,9606.ENSP00000269576,9606.ENSP00000287957,9606.ENSP00000332371,9606.ENSP00000356953,9606.ENSP00000361667,9606.ENSP00000364699,9606.ENSP00000369213,9606.ENSP00000381101,9606.ENSP00000397441	LAMA4,KRT1,KRT10,GATAD1,COL7A1,SDHC,DOLK,SDHD,DDX58,SERPINB7,COG6
Monarch	HP:0000972	Palmoplantar hyperkeratosis	9	153	0.9	0.6	0.0033	9606.ENSP00000230538,9606.ENSP00000252244,9606.ENSP00000269576,9606.ENSP00000287957,9606.ENSP00000356953,9606.ENSP00000361667,9606.ENSP00000364699,9606.ENSP00000381101,9606.ENSP00000397441	LAMA4,KRT1,KRT10,GATAD1,SDHC,DOLK,SDHD,SERPINB7,COG6
Monarch	HP:0011368	Epidermal thickening	13	355	0.7	0.56	0.0033	9606.ENSP00000230538,9606.ENSP00000252244,9606.ENSP00000269576,9606.ENSP00000287957,9606.ENSP00000301012,9606.ENSP00000332371,9606.ENSP00000356953,9606.ENSP00000361667,9606.ENSP00000364699,9606.ENSP00000369213,9606.ENSP00000381101,9606.ENSP00000397441,9606.ENSP00000417052	LAMA4,KRT1,KRT10,GATAD1,MVD,COL7A1,SDHC,DOLK,SDHD,DDX58,SERPINB7,COG6,EBP
Monarch	HP:0100780	Conjunctival hamartoma	4	11	1.69	0.69	0.0033	9606.ENSP00000252244,9606.ENSP00000269576,9606.ENSP00000356953,9606.ENSP00000364699	KRT1,KRT10,SDHC,SDHD
Monarch	HP:3000036	Abnormal head blood vessel morphology	6	49	1.22	0.65	0.0033	9606.ENSP00000261304,9606.ENSP00000301945,9606.ENSP00000354554,9606.ENSP00000354961,9606.ENSP00000364979,9606.ENSP00000430548	GALC,ANTXR1,MT-CYB,MT-ND4,COL4A1,PTDSS1
Monarch	HP:0001626	Abnormality of the cardiovascular system	38	2438	0.33	0.42	0.0038	9606.ENSP00000230538,9606.ENSP00000252244,9606.ENSP00000261304,9606.ENSP00000261681,9606.ENSP00000269576,9606.ENSP00000282074,9606.ENSP00000287957,9606.ENSP00000296292,9606.ENSP00000301945,9606.ENSP00000304408,9606.ENSP00000315768,9606.ENSP00000326247,9606.ENSP00000332371,9606.ENSP00000337354,9606.ENSP00000345728,9606.ENSP00000354394,9606.ENSP00000354554,9606.ENSP00000354961,9606.ENSP00000355206,9606.ENSP00000356953,9606.ENSP00000360231,9606.ENSP00000361667,9606.ENSP00000364699,9606.ENSP00000364979,9606.ENSP00000366246,9606.ENSP00000369213,9606.ENSP00000369292,9606.ENSP00000372193,9606.ENSP00000378830,9606.ENSP00000386125,9606.ENSP00000393541,9606.ENSP00000397441,9606.ENSP00000416250,9606.ENSP00000417052,9606.ENSP00000417404,9606.ENSP00000430548,9606.ENSP00000496832,9606.ENSP00000497271	LAMA4,KRT1,GALC,MPP5,KRT10,SPC25,GATAD1,RFT1,ANTXR1,COL3A1,STAT2,SAMD9L,COL7A1,LIPA,ATP7A,STAT1,MT-CYB,MT-ND4,MT-ND3,SDHC,NFIA,DOLK,SDHD,COL4A1,GPC6,DDX58,SAMD9,CLCN7,QRICH1,ARMC5,IFT27,COG6,EIF2B1,EBP,HFE,PTDSS1,ISG15,IFIH1
Monarch	HP:0025015	Abnormal vascular morphology	22	1027	0.46	0.45	0.0052	9606.ENSP00000261304,9606.ENSP00000261681,9606.ENSP00000296292,9606.ENSP00000301945,9606.ENSP00000304408,9606.ENSP00000315768,9606.ENSP00000337354,9606.ENSP00000345728,9606.ENSP00000354394,9606.ENSP00000354554,9606.ENSP00000354961,9606.ENSP00000356953,9606.ENSP00000360231,9606.ENSP00000364699,9606.ENSP00000364979,9606.ENSP00000366246,9606.ENSP00000369292,9606.ENSP00000372193,9606.ENSP00000378830,9606.ENSP00000397441,9606.ENSP00000430548,9606.ENSP00000497271	GALC,MPP5,RFT1,ANTXR1,COL3A1,STAT2,LIPA,ATP7A,STAT1,MT-CYB,MT-ND4,SDHC,NFIA,SDHD,COL4A1,GPC6,SAMD9,CLCN7,QRICH1,COG6,PTDSS1,IFIH1
Monarch	HP:0030680	Abnormality of cardiovascular system morphology	29	1680	0.37	0.39	0.0094	9606.ENSP00000230538,9606.ENSP00000261304,9606.ENSP00000261681,9606.ENSP00000287957,9606.ENSP00000296292,9606.ENSP00000301945,9606.ENSP00000304408,9606.ENSP00000315768,9606.ENSP00000332371,9606.ENSP00000337354,9606.ENSP00000345728,9606.ENSP00000354394,9606.ENSP00000354554,9606.ENSP00000354961,9606.ENSP00000355206,9606.ENSP00000356953,9606.ENSP00000360231,9606.ENSP00000361667,9606.ENSP00000364699,9606.ENSP00000364979,9606.ENSP00000366246,9606.ENSP00000369292,9606.ENSP00000372193,9606.ENSP00000378830,9606.ENSP00000397441,9606.ENSP00000417052,9606.ENSP00000417404,9606.ENSP00000430548,9606.ENSP00000497271	LAMA4,GALC,MPP5,GATAD1,RFT1,ANTXR1,COL3A1,STAT2,COL7A1,LIPA,ATP7A,STAT1,MT-CYB,MT-ND4,MT-ND3,SDHC,NFIA,DOLK,SDHD,COL4A1,GPC6,SAMD9,CLCN7,QRICH1,COG6,EBP,HFE,PTDSS1,IFIH1
Monarch	HP:0000982	Palmoplantar keratoderma	8	145	0.87	0.49	0.0104	9606.ENSP00000230538,9606.ENSP00000252244,9606.ENSP00000269576,9606.ENSP00000287957,9606.ENSP00000356953,9606.ENSP00000361667,9606.ENSP00000364699,9606.ENSP00000381101	LAMA4,KRT1,KRT10,GATAD1,SDHC,DOLK,SDHD,SERPINB7
Monarch	HP:0001574	Abnormality of the integument	35	2266	0.32	0.37	0.0104	9606.ENSP00000230538,9606.ENSP00000252244,9606.ENSP00000261304,9606.ENSP00000261681,9606.ENSP00000269576,9606.ENSP00000287957,9606.ENSP00000301012,9606.ENSP00000301945,9606.ENSP00000304408,9606.ENSP00000332371,9606.ENSP00000337354,9606.ENSP00000345728,9606.ENSP00000346206,9606.ENSP00000354394,9606.ENSP00000354554,9606.ENSP00000354961,9606.ENSP00000356953,9606.ENSP00000360231,9606.ENSP00000361667,9606.ENSP00000364032,9606.ENSP00000364699,9606.ENSP00000366246,9606.ENSP00000369213,9606.ENSP00000369292,9606.ENSP00000372193,9606.ENSP00000381101,9606.ENSP00000383996,9606.ENSP00000386125,9606.ENSP00000386597,9606.ENSP00000393541,9606.ENSP00000397441,9606.ENSP00000417052,9606.ENSP00000417404,9606.ENSP00000430548,9606.ENSP00000497271	LAMA4,KRT1,GALC,MPP5,KRT10,GATAD1,MVD,ANTXR1,COL3A1,COL7A1,LIPA,ATP7A,TAP1,STAT1,MT-CYB,MT-ND4,SDHC,NFIA,DOLK,TAP2,SDHD,GPC6,DDX58,SAMD9,CLCN7,SERPINB7,CERT1,ARMC5,DPAGT1,IFT27,COG6,EBP,HFE,PTDSS1,IFIH1
Monarch	HP:0002817	Abnormality of the upper limb	26	1426	0.39	0.39	0.0104	9606.ENSP00000230538,9606.ENSP00000252244,9606.ENSP00000261304,9606.ENSP00000261681,9606.ENSP00000269576,9606.ENSP00000287957,9606.ENSP00000296292,9606.ENSP00000304408,9606.ENSP00000332371,9606.ENSP00000345728,9606.ENSP00000356953,9606.ENSP00000359489,9606.ENSP00000361667,9606.ENSP00000364699,9606.ENSP00000366246,9606.ENSP00000369292,9606.ENSP00000372193,9606.ENSP00000378830,9606.ENSP00000381101,9606.ENSP00000386597,9606.ENSP00000393541,9606.ENSP00000397441,9606.ENSP00000417052,9606.ENSP00000417404,9606.ENSP00000430548,9606.ENSP00000497271	LAMA4,KRT1,GALC,MPP5,KRT10,GATAD1,RFT1,COL3A1,COL7A1,ATP7A,SDHC,AFF2,DOLK,SDHD,GPC6,SAMD9,CLCN7,QRICH1,SERPINB7,DPAGT1,IFT27,COG6,EBP,HFE,PTDSS1,IFIH1
Monarch	HP:0100871	Abnormal palm morphology	13	419	0.62	0.45	0.0104	9606.ENSP00000230538,9606.ENSP00000252244,9606.ENSP00000269576,9606.ENSP00000287957,9606.ENSP00000332371,9606.ENSP00000345728,9606.ENSP00000356953,9606.ENSP00000361667,9606.ENSP00000364699,9606.ENSP00000381101,9606.ENSP00000386597,9606.ENSP00000397441,9606.ENSP00000430548	LAMA4,KRT1,KRT10,GATAD1,COL7A1,ATP7A,SDHC,DOLK,SDHD,SERPINB7,DPAGT1,COG6,PTDSS1
Monarch	HP:0033353	Abnormal blood vessel morphology	18	792	0.49	0.4	0.0134	9606.ENSP00000261304,9606.ENSP00000261681,9606.ENSP00000301945,9606.ENSP00000304408,9606.ENSP00000337354,9606.ENSP00000345728,9606.ENSP00000354394,9606.ENSP00000354554,9606.ENSP00000354961,9606.ENSP00000364699,9606.ENSP00000364979,9606.ENSP00000366246,9606.ENSP00000369292,9606.ENSP00000372193,9606.ENSP00000378830,9606.ENSP00000397441,9606.ENSP00000430548,9606.ENSP00000497271	GALC,MPP5,ANTXR1,COL3A1,LIPA,ATP7A,STAT1,MT-CYB,MT-ND4,SDHD,COL4A1,GPC6,SAMD9,CLCN7,QRICH1,COG6,PTDSS1,IFIH1
Monarch	HP:0000992	Cutaneous photosensitivity	6	75	1.04	0.49	0.0138	9606.ENSP00000252244,9606.ENSP00000269576,9606.ENSP00000301012,9606.ENSP00000332371,9606.ENSP00000417404,9606.ENSP00000497271	KRT1,KRT10,MVD,COL7A1,HFE,IFIH1
Monarch	HP:0001009	Telangiectasia	7	114	0.92	0.47	0.0139	9606.ENSP00000304408,9606.ENSP00000332371,9606.ENSP00000354554,9606.ENSP00000354961,9606.ENSP00000356953,9606.ENSP00000364699,9606.ENSP00000417404	COL3A1,COL7A1,MT-CYB,MT-ND4,SDHC,SDHD,HFE
Monarch	HP:0011356	Regional abnormality of skin	13	441	0.6	0.42	0.0139	9606.ENSP00000230538,9606.ENSP00000252244,9606.ENSP00000261681,9606.ENSP00000269576,9606.ENSP00000287957,9606.ENSP00000332371,9606.ENSP00000356953,9606.ENSP00000361667,9606.ENSP00000364699,9606.ENSP00000366246,9606.ENSP00000381101,9606.ENSP00000386597,9606.ENSP00000397441	LAMA4,KRT1,MPP5,KRT10,GATAD1,COL7A1,SDHC,DOLK,SDHD,GPC6,SERPINB7,DPAGT1,COG6
Monarch	HP:0000234	Abnormality of the head	40	2865	0.28	0.34	0.0160	9606.ENSP00000185206,9606.ENSP00000252244,9606.ENSP00000261304,9606.ENSP00000261681,9606.ENSP00000269576,9606.ENSP00000296292,9606.ENSP00000301945,9606.ENSP00000304408,9606.ENSP00000326247,9606.ENSP00000332371,9606.ENSP00000337354,9606.ENSP00000345728,9606.ENSP00000346206,9606.ENSP00000354394,9606.ENSP00000354554,9606.ENSP00000354961,9606.ENSP00000355206,9606.ENSP00000356953,9606.ENSP00000359489,9606.ENSP00000360231,9606.ENSP00000361667,9606.ENSP00000364032,9606.ENSP00000364699,9606.ENSP00000364979,9606.ENSP00000366246,9606.ENSP00000369292,9606.ENSP00000371532,9606.ENSP00000372193,9606.ENSP00000378830,9606.ENSP00000383996,9606.ENSP00000386125,9606.ENSP00000386597,9606.ENSP00000393541,9606.ENSP00000397441,9606.ENSP00000405405,9606.ENSP00000416250,9606.ENSP00000417052,9606.ENSP00000417404,9606.ENSP00000430548,9606.ENSP00000497271	CLIC5,KRT1,GALC,MPP5,KRT10,RFT1,ANTXR1,COL3A1,SAMD9L,COL7A1,LIPA,ATP7A,TAP1,STAT1,MT-CYB,MT-ND4,MT-ND3,SDHC,AFF2,NFIA,DOLK,TAP2,SDHD,COL4A1,GPC6,SAMD9,VLDLR,CLCN7,QRICH1,CERT1,ARMC5,DPAGT1,IFT27,COG6,PHLDB2,EIF2B1,EBP,HFE,PTDSS1,IFIH1
Monarch	HP:0001155	Abnormality of the hand	24	1312	0.4	0.37	0.0160	9606.ENSP00000230538,9606.ENSP00000252244,9606.ENSP00000261681,9606.ENSP00000269576,9606.ENSP00000287957,9606.ENSP00000296292,9606.ENSP00000304408,9606.ENSP00000332371,9606.ENSP00000345728,9606.ENSP00000356953,9606.ENSP00000359489,9606.ENSP00000361667,9606.ENSP00000364699,9606.ENSP00000369292,9606.ENSP00000372193,9606.ENSP00000378830,9606.ENSP00000381101,9606.ENSP00000386597,9606.ENSP00000393541,9606.ENSP00000397441,9606.ENSP00000417052,9606.ENSP00000417404,9606.ENSP00000430548,9606.ENSP00000497271	LAMA4,KRT1,MPP5,KRT10,GATAD1,RFT1,COL3A1,COL7A1,ATP7A,SDHC,AFF2,DOLK,SDHD,SAMD9,CLCN7,QRICH1,SERPINB7,DPAGT1,IFT27,COG6,EBP,HFE,PTDSS1,IFIH1
Monarch	HP:0011355	Localized skin lesion	17	738	0.5	0.39	0.0160	9606.ENSP00000252244,9606.ENSP00000261304,9606.ENSP00000261681,9606.ENSP00000269576,9606.ENSP00000301945,9606.ENSP00000304408,9606.ENSP00000332371,9606.ENSP00000337354,9606.ENSP00000345728,9606.ENSP00000346206,9606.ENSP00000356953,9606.ENSP00000364032,9606.ENSP00000364699,9606.ENSP00000386125,9606.ENSP00000386597,9606.ENSP00000417052,9606.ENSP00000430548	KRT1,GALC,MPP5,KRT10,ANTXR1,COL3A1,COL7A1,LIPA,ATP7A,TAP1,SDHC,TAP2,SDHD,ARMC5,DPAGT1,EBP,PTDSS1
Monarch	HP:0001939	Abnormality of metabolism/homeostasis	33	2168	0.32	0.34	0.0168	9606.ENSP00000230538,9606.ENSP00000252244,9606.ENSP00000261304,9606.ENSP00000287957,9606.ENSP00000296292,9606.ENSP00000301945,9606.ENSP00000304408,9606.ENSP00000315768,9606.ENSP00000326247,9606.ENSP00000332371,9606.ENSP00000337354,9606.ENSP00000345728,9606.ENSP00000354394,9606.ENSP00000354554,9606.ENSP00000354961,9606.ENSP00000355206,9606.ENSP00000356953,9606.ENSP00000359489,9606.ENSP00000361667,9606.ENSP00000364699,9606.ENSP00000364979,9606.ENSP00000366246,9606.ENSP00000369292,9606.ENSP00000371532,9606.ENSP00000372193,9606.ENSP00000378830,9606.ENSP00000386125,9606.ENSP00000386597,9606.ENSP00000397441,9606.ENSP00000416250,9606.ENSP00000417052,9606.ENSP00000417404,9606.ENSP00000497271	LAMA4,KRT1,GALC,GATAD1,RFT1,ANTXR1,COL3A1,STAT2,SAMD9L,COL7A1,LIPA,ATP7A,STAT1,MT-CYB,MT-ND4,MT-ND3,SDHC,AFF2,DOLK,SDHD,COL4A1,GPC6,SAMD9,VLDLR,CLCN7,QRICH1,ARMC5,DPAGT1,COG6,EIF2B1,EBP,HFE,IFIH1
Monarch	HP:0002814	Abnormality of the lower limb	26	1506	0.37	0.36	0.0168	9606.ENSP00000230538,9606.ENSP00000252244,9606.ENSP00000261304,9606.ENSP00000261681,9606.ENSP00000269576,9606.ENSP00000287957,9606.ENSP00000296292,9606.ENSP00000304408,9606.ENSP00000326247,9606.ENSP00000332371,9606.ENSP00000345728,9606.ENSP00000356953,9606.ENSP00000361667,9606.ENSP00000364699,9606.ENSP00000364979,9606.ENSP00000366246,9606.ENSP00000369292,9606.ENSP00000371532,9606.ENSP00000372193,9606.ENSP00000381101,9606.ENSP00000383996,9606.ENSP00000386597,9606.ENSP00000397441,9606.ENSP00000417052,9606.ENSP00000430548,9606.ENSP00000497271	LAMA4,KRT1,GALC,MPP5,KRT10,GATAD1,RFT1,COL3A1,SAMD9L,COL7A1,ATP7A,SDHC,DOLK,SDHD,COL4A1,GPC6,SAMD9,VLDLR,CLCN7,SERPINB7,CERT1,DPAGT1,COG6,EBP,PTDSS1,IFIH1
Monarch	HP:0011004	Abnormal systemic arterial morphology	12	398	0.61	0.41	0.0176	9606.ENSP00000261304,9606.ENSP00000261681,9606.ENSP00000301945,9606.ENSP00000304408,9606.ENSP00000337354,9606.ENSP00000345728,9606.ENSP00000354394,9606.ENSP00000354554,9606.ENSP00000354961,9606.ENSP00000364699,9606.ENSP00000364979,9606.ENSP00000497271	GALC,MPP5,ANTXR1,COL3A1,LIPA,ATP7A,STAT1,MT-CYB,MT-ND4,SDHD,COL4A1,IFIH1
Monarch	HP:0040211	Abnormal skin morphology of the palm	11	339	0.64	0.4	0.0189	9606.ENSP00000230538,9606.ENSP00000252244,9606.ENSP00000269576,9606.ENSP00000287957,9606.ENSP00000332371,9606.ENSP00000356953,9606.ENSP00000361667,9606.ENSP00000364699,9606.ENSP00000381101,9606.ENSP00000386597,9606.ENSP00000397441	LAMA4,KRT1,KRT10,GATAD1,COL7A1,SDHC,DOLK,SDHD,SERPINB7,DPAGT1,COG6
Monarch	HP:0000924	Abnormality of the skeletal system	38	2708	0.28	0.33	0.0192	9606.ENSP00000252244,9606.ENSP00000261304,9606.ENSP00000261681,9606.ENSP00000269576,9606.ENSP00000296292,9606.ENSP00000301945,9606.ENSP00000304408,9606.ENSP00000315768,9606.ENSP00000326247,9606.ENSP00000332371,9606.ENSP00000337354,9606.ENSP00000345728,9606.ENSP00000346206,9606.ENSP00000354394,9606.ENSP00000354961,9606.ENSP00000355206,9606.ENSP00000356953,9606.ENSP00000359489,9606.ENSP00000360231,9606.ENSP00000361667,9606.ENSP00000364032,9606.ENSP00000364699,9606.ENSP00000364979,9606.ENSP00000366246,9606.ENSP00000369292,9606.ENSP00000372193,9606.ENSP00000378830,9606.ENSP00000383996,9606.ENSP00000386125,9606.ENSP00000386597,9606.ENSP00000393541,9606.ENSP00000397441,9606.ENSP00000416250,9606.ENSP00000417052,9606.ENSP00000417404,9606.ENSP00000430548,9606.ENSP00000496832,9606.ENSP00000497271	KRT1,GALC,MPP5,KRT10,RFT1,ANTXR1,COL3A1,STAT2,SAMD9L,COL7A1,LIPA,ATP7A,TAP1,STAT1,MT-ND4,MT-ND3,SDHC,AFF2,NFIA,DOLK,TAP2,SDHD,COL4A1,GPC6,SAMD9,CLCN7,QRICH1,CERT1,ARMC5,DPAGT1,IFT27,COG6,EIF2B1,EBP,HFE,PTDSS1,ISG15,IFIH1
Monarch	HP:0032180	Abnormal circulating metabolite concentration	20	1010	0.43	0.36	0.0203	9606.ENSP00000230538,9606.ENSP00000287957,9606.ENSP00000304408,9606.ENSP00000315768,9606.ENSP00000332371,9606.ENSP00000337354,9606.ENSP00000354961,9606.ENSP00000355206,9606.ENSP00000356953,9606.ENSP00000361667,9606.ENSP00000364699,9606.ENSP00000364979,9606.ENSP00000369292,9606.ENSP00000372193,9606.ENSP00000378830,9606.ENSP00000386597,9606.ENSP00000397441,9606.ENSP00000416250,9606.ENSP00000417052,9606.ENSP00000417404	LAMA4,GATAD1,COL3A1,STAT2,COL7A1,LIPA,MT-ND4,MT-ND3,SDHC,DOLK,SDHD,COL4A1,SAMD9,CLCN7,QRICH1,DPAGT1,COG6,EIF2B1,EBP,HFE
Monarch	HP:0001892	Abnormal bleeding	12	411	0.6	0.39	0.0208	9606.ENSP00000252244,9606.ENSP00000296292,9606.ENSP00000304408,9606.ENSP00000315768,9606.ENSP00000345728,9606.ENSP00000356953,9606.ENSP00000364699,9606.ENSP00000364979,9606.ENSP00000369292,9606.ENSP00000372193,9606.ENSP00000386125,9606.ENSP00000397441	KRT1,RFT1,COL3A1,STAT2,ATP7A,SDHC,SDHD,COL4A1,SAMD9,CLCN7,ARMC5,COG6
Monarch	HP:0040064	Abnormality of limbs	31	2018	0.32	0.33	0.0208	9606.ENSP00000230538,9606.ENSP00000252244,9606.ENSP00000261304,9606.ENSP00000261681,9606.ENSP00000269576,9606.ENSP00000287957,9606.ENSP00000296292,9606.ENSP00000301945,9606.ENSP00000304408,9606.ENSP00000326247,9606.ENSP00000332371,9606.ENSP00000345728,9606.ENSP00000356953,9606.ENSP00000359489,9606.ENSP00000361667,9606.ENSP00000364699,9606.ENSP00000364979,9606.ENSP00000366246,9606.ENSP00000369292,9606.ENSP00000371532,9606.ENSP00000372193,9606.ENSP00000378830,9606.ENSP00000381101,9606.ENSP00000383996,9606.ENSP00000386597,9606.ENSP00000393541,9606.ENSP00000397441,9606.ENSP00000417052,9606.ENSP00000417404,9606.ENSP00000430548,9606.ENSP00000497271	LAMA4,KRT1,GALC,MPP5,KRT10,GATAD1,RFT1,ANTXR1,COL3A1,SAMD9L,COL7A1,ATP7A,SDHC,AFF2,DOLK,SDHD,COL4A1,GPC6,SAMD9,VLDLR,CLCN7,QRICH1,SERPINB7,CERT1,DPAGT1,IFT27,COG6,EBP,HFE,PTDSS1,IFIH1
Monarch	HP:0033127	Abnormality of the musculoskeletal system	42	3173	0.25	0.31	0.0226	9606.ENSP00000230538,9606.ENSP00000252244,9606.ENSP00000261304,9606.ENSP00000261681,9606.ENSP00000269576,9606.ENSP00000287957,9606.ENSP00000296292,9606.ENSP00000301945,9606.ENSP00000304408,9606.ENSP00000315768,9606.ENSP00000326247,9606.ENSP00000332371,9606.ENSP00000337354,9606.ENSP00000345728,9606.ENSP00000346206,9606.ENSP00000354394,9606.ENSP00000354554,9606.ENSP00000354961,9606.ENSP00000355206,9606.ENSP00000356953,9606.ENSP00000359489,9606.ENSP00000360231,9606.ENSP00000361667,9606.ENSP00000364032,9606.ENSP00000364699,9606.ENSP00000364979,9606.ENSP00000366246,9606.ENSP00000369292,9606.ENSP00000371532,9606.ENSP00000372193,9606.ENSP00000378830,9606.ENSP00000383996,9606.ENSP00000386125,9606.ENSP00000386597,9606.ENSP00000393541,9606.ENSP00000397441,9606.ENSP00000416250,9606.ENSP00000417052,9606.ENSP00000417404,9606.ENSP00000430548,9606.ENSP00000496832,9606.ENSP00000497271	LAMA4,KRT1,GALC,MPP5,KRT10,GATAD1,RFT1,ANTXR1,COL3A1,STAT2,SAMD9L,COL7A1,LIPA,ATP7A,TAP1,STAT1,MT-CYB,MT-ND4,MT-ND3,SDHC,AFF2,NFIA,DOLK,TAP2,SDHD,COL4A1,GPC6,SAMD9,VLDLR,CLCN7,QRICH1,CERT1,ARMC5,DPAGT1,IFT27,COG6,EIF2B1,EBP,HFE,PTDSS1,ISG15,IFIH1
